id,title,description,availability,condition,price,link,image_link,brand
Electric-MatchaWhisk-14,Electric Matcha Whisk 4th Gen,"Electric Matcha Whisk 4th Gen dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Electric Matcha Whisk 4th Gen | Rechargeable Elektrik Pengaduk Matcha Homelab Electric Matcha Whisk 4th Gen dirancang untuk menghasilkan matcha dengan foam lebih halus, cepat, dan konsisten. Menggunakan motor generasi terbaru yang lebih stabil dan bertenaga, membantu proses whisking lebih efisien tanpa mengur Checkout mudah melalui marketplace resmi Homelab.",in stock,new,725990 IDR,https://www.homelab.co.id/shop/electric-matchawhisk-14,https://cf.shopee.co.id/file/id-11134207-8224p-ml4ro2wla42041,Homelab
Giftbox-MatchaSet-43,Takumi Matcha Ceremony Set - Hijau,"Takumi Matcha Ceremony Set varian Hijau dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Takumi Matcha Ceremony Set | Premium Complete Gift Box (Matcha Bowl, Whisk & Holder, Scoop & Holder, Shiter, Towel / Cloth, Box) Deskripsi Produk Homelab Takumi Matcha Ceremony Set merupakan complete ceremonial matcha set yang dirancang untuk menghadirkan pengalaman menyeduh matcha secara autentik dan elega Checkout mudah melalui marketplace resmi Homelab.",in stock,new,1250000 IDR,https://www.homelab.co.id/shop/giftbox-matchaset-43,https://cf.shopee.co.id/file/id-11134207-822wh-mlrh5skl5mv845,Homelab
Giftbox-MatchaSet-44,Takumi Matcha Ceremony Set - Pink,"Takumi Matcha Ceremony Set varian Pink dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Takumi Matcha Ceremony Set | Premium Complete Gift Box (Matcha Bowl, Whisk & Holder, Scoop & Holder, Shiter, Towel / Cloth, Box) Deskripsi Produk Homelab Takumi Matcha Ceremony Set merupakan complete ceremonial matcha set yang dirancang untuk menghadirkan pengalaman menyeduh matcha secara autentik dan elega Checkout mudah melalui marketplace resmi Homelab.",in stock,new,1250000 IDR,https://www.homelab.co.id/shop/giftbox-matchaset-44,https://cf.shopee.co.id/file/id-11134207-822wh-mlrh5skl5mv845,Homelab
Giftbox-MatchaSet-45,Takumi Matcha Ceremony Set - Putih,"Takumi Matcha Ceremony Set varian Putih dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Takumi Matcha Ceremony Set | Premium Complete Gift Box (Matcha Bowl, Whisk & Holder, Scoop & Holder, Shiter, Towel / Cloth, Box) Deskripsi Produk Homelab Takumi Matcha Ceremony Set merupakan complete ceremonial matcha set yang dirancang untuk menghadirkan pengalaman menyeduh matcha secara autentik dan elega Checkout mudah melalui marketplace resmi Homelab.",in stock,new,1250000 IDR,https://www.homelab.co.id/shop/giftbox-matchaset-45,https://cf.shopee.co.id/file/id-11134207-822wh-mlrh5skl5mv845,Homelab
Giftbox-MatchaSet-46,Takumi Matcha Ceremony Set - Cream,"Takumi Matcha Ceremony Set varian Cream dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Takumi Matcha Ceremony Set | Premium Complete Gift Box (Matcha Bowl, Whisk & Holder, Scoop & Holder, Shiter, Towel / Cloth, Box) Deskripsi Produk Homelab Takumi Matcha Ceremony Set merupakan complete ceremonial matcha set yang dirancang untuk menghadirkan pengalaman menyeduh matcha secara autentik dan elega Checkout mudah melalui marketplace resmi Homelab.",in stock,new,1250000 IDR,https://www.homelab.co.id/shop/giftbox-matchaset-46,https://cf.shopee.co.id/file/id-11134207-822wh-mlrh5skl5mv845,Homelab
ElectricChasenSet,Electric Matcha Whisk,"Electric Matcha Whisk dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Electric Matcha Whisk / Chasen Pengaduk Matcha Otomatis Nikmati pengalaman membuat matcha yang lembut dan sempurna dengan Homelab Electric Matcha Whisk. Dirancang khusus untuk pecinta matcha, alat ini memberikan kemudahan dalam mengocok matcha dengan cepat, menciptakan micro bubbles yang memberikan tekstur hal Checkout mudah melalui marketplace resmi Homelab.",in stock,new,1450000 IDR,https://www.homelab.co.id/shop/electricchasenset,https://cf.shopee.co.id/file/id-11134207-7rasd-m1e1wi6nrhlz3e,Homelab
Electric-MatchaWhiskFrother-13,Electric Matcha Whisk Pro Set,"Electric Matcha Whisk Pro Set dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Electric Matcha Whisk Pro Set | Rechargeable 2-in-1 Frother Homelab Electric Matcha Whisk Pro Set dirancang untuk menghasilkan matcha dengan foam lebih halus dan konsisten dalam waktu singkat. Menggabungkan kepala whisk bambu untuk ritual matcha dan kepala frother stainless untuk kebutuhan minuman lainnya dal Checkout mudah melalui marketplace resmi Homelab.",in stock,new,839990 IDR,https://www.homelab.co.id/shop/electric-matchawhiskfrother-13,https://cf.shopee.co.id/file/id-11134207-8224t-ml4q1d62cgek4a,Homelab
shopee-28274807128,Artisan Matcha Whisk Suikaen Takayama Chase...,"Artisan Matcha Whisk Suikaen Takayama Chase... dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,2425000 IDR,https://www.homelab.co.id/shop/shopee-28274807128,https://cf.shopee.co.id/file/id-11134207-82251-mk3hjamu3sawc3,Homelab
shopee-28224807040,Artisan Matcha Whisk Suikaen Takayama Chase...,"Artisan Matcha Whisk Suikaen Takayama Chase... dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,2473500 IDR,https://www.homelab.co.id/shop/shopee-28224807040,https://cf.shopee.co.id/file/id-11134207-8224s-mk3hjamu56vcbc,Homelab
shopee-26274807892,Artisan Matcha Whisk Suikaen Takayama Chase...,"Artisan Matcha Whisk Suikaen Takayama Chase... dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,2425000 IDR,https://www.homelab.co.id/shop/shopee-26274807892,https://cf.shopee.co.id/file/id-11134207-8224t-mk3hjamu6lfs4d,Homelab
shopee-43508988116,Washi Tea Canister - Matcha Tin Jepang / Te...,"Washi Tea Canister - Matcha Tin Jepang / Te... dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,245000 IDR,https://www.homelab.co.id/shop/shopee-43508988116,https://cf.shopee.co.id/file/id-11134207-7ra0j-mcbxh4mi8llsd5,Homelab
BDRamadhan-6pouchKCL,Parsel Ramadan / Hampers Lebaran - 6 Bungku...,"Parsel Ramadan / Hampers Lebaran - 6 Bungku... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Untuk request tulisan, bisa ketik di ""tulis catatan"" pada saat beli. (max 160 characters) NB: Jangan via chat :) Termasuk: - Paper Craft Gift Box - Sleeve Lebaran - Kartu Lebaran - Bubuk Minuman 6 bungkus Checkout mudah melalui marketplace resmi Homelab.",in stock,new,127000 IDR,https://www.homelab.co.id/shop/bdramadhan-6pouchkcl,https://cf.shopee.co.id/file/id-11134207-7rbk2-m7c43fyk70r996,Homelab
BDXmas-PMatchaDChoco-tagpohon,Parsel Hampers Bingkisan Natal / Christmas... - Matcha & Choco,"Parsel Hampers Bingkisan Natal / Christmas... varian Matcha & Choco dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Parsel Hampers Bingkisan Natal Christmas - 100% Chocolate & Pure Taro UNTUK PENULISAN UCAPAN WAJIB TULIS DI KOLOM CATATAN PAS PEMBELIAN, TIDAK BISA VIA CHAT YA! JIKA VIA CHAT TDK AKAN DI TULIS. MAKASIH Termasuk: - Paper Craft Gift Box - Pita Natal - Kartu Natal - Dark Chocolate 100g & Pure Taro 100g - atau paket Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,255000 IDR,https://www.homelab.co.id/shop/bdxmas-pmatchadchoco-tagpohon,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/fe8cc309582b43fb93e2160c0479d28d~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
BDXmas-PTaroDChoco-tagpermen,Parsel Hampers Bingkisan Natal / Christmas... - Choco & Taro,"Parsel Hampers Bingkisan Natal / Christmas... varian Choco & Taro dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Parsel Hampers Bingkisan Natal Christmas - 100% Chocolate & Pure Taro UNTUK PENULISAN UCAPAN WAJIB TULIS DI KOLOM CATATAN PAS PEMBELIAN, TIDAK BISA VIA CHAT YA! JIKA VIA CHAT TDK AKAN DI TULIS. MAKASIH Termasuk: - Paper Craft Gift Box - Pita Natal - Kartu Natal - Dark Chocolate 100g & Pure Taro 100g - atau paket Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,149990 IDR,https://www.homelab.co.id/shop/bdxmas-ptarodchoco-tagpermen,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/fe8cc309582b43fb93e2160c0479d28d~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
BdRamadhan-50gr-PMatchaDChoco,Parsel Ramadan / Hampers Lebaran - 2 Toples...,"Parsel Ramadan / Hampers Lebaran - 2 Toples... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Pure Matcha (50g) + 100% Dark Chocolate (50g) NB : semua tanpa gula dan bubuk murni! Untuk request tulisan, bisa ketik di ""tulis catatan"" pada saat beli. (max 160 characters) NB: Jangan via chat :) Termasuk: - Paper Craft Gift Box - Sleeve Lebaran - Kartu Lebaran - Bubuk Minuman 2 toples (total 100g) Checkout mudah melalui marketplace resmi Homelab.",in stock,new,159000 IDR,https://www.homelab.co.id/shop/bdramadhan-50gr-pmatchadchoco,https://cf.shopee.co.id/file/id-11134207-7rbk0-m7oj8puvdns28c,Homelab
BDRamadhan-PTaroDChoco,Parsel Ramadan / Hampers Lebaran - Choco + Taro,"Parsel Ramadan / Hampers Lebaran varian Choco + Taro dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. PENTING HARAP DI BACA Untuk request ucapan, bisa ketik di TULIS CATATAN pada saat beli. (max 160 characters) NB: UCAPAN JANGAN VIA CHAT, ntar tidak terbaca ketika di print :) Paket 1: Bundle 100% Dark Chocolate (100g) + Pure Taro (100g) Paket 2: Bundle Pure Matcha (100g) + 100% Dark Chocolate (100g) Paket 3: Bundle Pur Checkout mudah melalui marketplace resmi Homelab.",in stock,new,185000 IDR,https://www.homelab.co.id/shop/bdramadhan-ptarodchoco,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/3/14/125c6213-9c86-4637-8adf-d6d7f9805e90.jpg~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&from=520841845&height=4032&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=3024,Homelab
BDRamadhan-PMatchaDChoco,Parsel Ramadan / Hampers Lebaran - Matcha + Choco,"Parsel Ramadan / Hampers Lebaran varian Matcha + Choco dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. PENTING HARAP DI BACA Untuk request ucapan, bisa ketik di TULIS CATATAN pada saat beli. (max 160 characters) NB: UCAPAN JANGAN VIA CHAT, ntar tidak terbaca ketika di print :) Paket 1: Bundle 100% Dark Chocolate (100g) + Pure Taro (100g) Paket 2: Bundle Pure Matcha (100g) + 100% Dark Chocolate (100g) Paket 3: Bundle Pur Checkout mudah melalui marketplace resmi Homelab.",in stock,new,240000 IDR,https://www.homelab.co.id/shop/bdramadhan-pmatchadchoco,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/3/14/125c6213-9c86-4637-8adf-d6d7f9805e90.jpg~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&from=520841845&height=4032&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=3024,Homelab
BDRamadhan-PMatchaPHojicha,Parsel Ramadan / Hampers Lebaran - Matcha + Hojich,"Parsel Ramadan / Hampers Lebaran varian Matcha + Hojich dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. PENTING HARAP DI BACA Untuk request ucapan, bisa ketik di TULIS CATATAN pada saat beli. (max 160 characters) NB: UCAPAN JANGAN VIA CHAT, ntar tidak terbaca ketika di print :) Paket 1: Bundle 100% Dark Chocolate (100g) + Pure Taro (100g) Paket 2: Bundle Pure Matcha (100g) + 100% Dark Chocolate (100g) Paket 3: Bundle Pur Checkout mudah melalui marketplace resmi Homelab.",in stock,new,295000 IDR,https://www.homelab.co.id/shop/bdramadhan-pmatchaphojicha,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/3/14/125c6213-9c86-4637-8adf-d6d7f9805e90.jpg~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&from=520841845&height=4032&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=3024,Homelab
BDRamadhan-PMatchaPTaro,Parsel Ramadan / Hampers Lebaran - Matcha + Taro,"Parsel Ramadan / Hampers Lebaran varian Matcha + Taro dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. PENTING HARAP DI BACA Untuk request ucapan, bisa ketik di TULIS CATATAN pada saat beli. (max 160 characters) NB: UCAPAN JANGAN VIA CHAT, ntar tidak terbaca ketika di print :) Paket 1: Bundle 100% Dark Chocolate (100g) + Pure Taro (100g) Paket 2: Bundle Pure Matcha (100g) + 100% Dark Chocolate (100g) Paket 3: Bundle Pur Checkout mudah melalui marketplace resmi Homelab.",in stock,new,245000 IDR,https://www.homelab.co.id/shop/bdramadhan-pmatchaptaro,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2025/3/14/125c6213-9c86-4637-8adf-d6d7f9805e90.jpg~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&from=520841845&height=4032&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=3024,Homelab
BDXmas200gr-ChocoMatchaRedV-1731183895072441924,Parsel Hampers Bingkisan Natal / Christmas...,"Parsel Hampers Bingkisan Natal / Christmas... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Parsel Hampers Bingkisan Natal / Christmas - 3 Bungkus Bubuk Minuman UNTUK PENULISAN UCAPAN WAJIB TULIS DI KOLOM CATATAN PAS PEMBELIAN, TIDAK BISA VIA CHAT YA! JIKA VIA CHAT TDK AKAN DI TULIS. MAKASIH Termasuk: - Paper Craft Gift Box - Pita Natal - Kartu Natal - Powder 3 bungkus ( Matcha, Chocolate & Red velvet) Untuk Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,315000 IDR,https://www.homelab.co.id/shop/parsel-hampers-bingkisan-natal-christmas-3-bungkus-bubu-41924-bdxmas200gr-chocomatcharedv,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/img/VqbcmM/2022/12/12/3aa87583-5488-462d-beba-f262195354fb.jpg~tplv-aphluv4xwc-origin-jpeg.jpeg?dr=15568&from=520841845&height=4032&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=3024,Homelab
BDXmas200gr-ChocoMatchaRedV-1730557157243848260,Parsel Hampers Bingkisan Natal / Christmas...,"Parsel Hampers Bingkisan Natal / Christmas... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Parsel Hampers Bingkisan Natal / Christmas - 3 Bungkus Bubuk Minuman UNTUK PENULISAN UCAPAN WAJIB TULIS DI KOLOM CATATAN PAS PEMBELIAN, TIDAK BISA VIA CHAT YA! JIKA VIA CHAT TDK AKAN DI TULIS. MAKASIH Termasuk: - Paper Craft Gift Box - Pita Natal - Kartu Natal - Powder 3 bungkus ( Matcha, Chocolate & Red velvet) Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,315000 IDR,https://www.homelab.co.id/shop/parsel-hampers-bingkisan-natal-christmas-3-bungkus-bubu-48260-bdxmas200gr-chocomatcharedv,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/d6379beeacb84381922809cddde49313~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=933&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=933,Homelab
BD4-Toples-Giftset-Lemari,Parsel Ramadan / Hampers Lebaran - 4 Toples...,"Parsel Ramadan / Hampers Lebaran - 4 Toples... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Hamper 4 toples bubu minuman - Pure Matcha (100g) - Dark Chocolate (100g) - Pure Taro (100g) - Palm Sugar (150g) Untuk request tulisan, bisa ketik di ""tulis catatan"" pada saat beli. (max 160 characters) NB: Jangan via chat :) Termasuk: - Gift Box Lemari Premium - Kartu Lebaran - Bubuk Minuma Checkout mudah melalui marketplace resmi Homelab.",in stock,new,759000 IDR,https://www.homelab.co.id/shop/bd4-toples-giftset-lemari,https://cf.shopee.co.id/file/id-11134207-822wp-mln7k66jxiq766,Homelab
HampersRamadhan-Giftset-Bulan,Parsel Ramadan / Hampers Lebaran Matcha Cer...,"Parsel Ramadan / Hampers Lebaran Matcha Cer... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. HOMELAB Matcha Hampers – Premium Matcha Starter Kit Rayakan momen spesial dengan sentuhan elegan melalui HOMELAB Matcha Hampers. Satu set lengkap untuk menikmati pengalaman minum matcha yang autentik dan estetik. Cocok sebagai: • Hampers Lebaran / Eid • Gift untuk keluarga & rekan bisnis • Hadiah untuk matc Checkout mudah melalui marketplace resmi Homelab.",in stock,new,990000 IDR,https://www.homelab.co.id/shop/hampersramadhan-giftset-bulan,https://cf.shopee.co.id/file/id-11134207-822wh-mld5zk8w5b7m82,Homelab
shopee-12657965907,Hampers / Gift Parcel Christmas Natal box i...,"Hampers / Gift Parcel Christmas Natal box i... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-12657965907,https://cf.shopee.co.id/file/id-11134207-8224p-mhu5u9f4f8cm64,Homelab
shopee-8247633431,Hampers / Gift Parcel Christmas Natal Pure...,"Hampers / Gift Parcel Christmas Natal Pure... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-8247633431,https://cf.shopee.co.id/file/id-11134207-8224v-mhu5u9f5y0hsaa,Homelab
shopee-24761177249,Hampers / Gift Parcel CNY Imlek Sarang buru...,"Hampers / Gift Parcel CNY Imlek Sarang buru... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-24761177249,https://cf.shopee.co.id/file/id-11134207-7r991-lr084kt1hmtpdf,Homelab
shopee-25711176584,Hampers / Gift Parcel CNY Imlek Sarang buru...,"Hampers / Gift Parcel CNY Imlek Sarang buru... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-25711176584,https://cf.shopee.co.id/file/id-11134207-7r98q-lr084kt1etot28,Homelab
shopee-25461172289,Hampers / Gift Parcel CNY Imlek Sarang buru...,"Hampers / Gift Parcel CNY Imlek Sarang buru... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-25461172289,https://cf.shopee.co.id/file/id-11134207-7r98w-lr084kt1alzh22,Homelab
shopee-13176380960,Kado / Hadiah VALENTINE - Chocolate & Taro...,"Kado / Hadiah VALENTINE - Chocolate & Taro... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-13176380960,https://cf.shopee.co.id/file/bb7a81286670781505e277d8c0c49349,Homelab
shopee-28718064047,Parsel Hampers Bingkisan Natal / Christmas...,"Parsel Hampers Bingkisan Natal / Christmas... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-28718064047,https://cf.shopee.co.id/file/id-11134207-7rasa-m2s0g9vl0jbp8f,Homelab
shopee-17133030202,Parsel Ramadan / Hampers Lebaran - 3 Bungku...,"Parsel Ramadan / Hampers Lebaran - 3 Bungku... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-17133030202,https://cf.shopee.co.id/file/4a7c0e7bdc6c10c05825d348d0f6338e,Homelab
shopee-16756526845,Parsel Ramadan / Hampers Lebaran - Paket Ka...,"Parsel Ramadan / Hampers Lebaran - Paket Ka... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-16756526845,https://cf.shopee.co.id/file/95d6b3d239107595b8b72d1badc63268,Homelab
shopee-16156528062,Parsel Ramadan / Hampers Lebaran - Paket Mu...,"Parsel Ramadan / Hampers Lebaran - Paket Mu... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-16156528062,https://cf.shopee.co.id/file/b653fb2d26f987ca6017f901fded597f,Homelab
shopee-9747629665,Parsel Ramadan / Hampers Lebaran 5 Bungkus...,"Parsel Ramadan / Hampers Lebaran 5 Bungkus... dari Homelab cocok untuk hadiah, hampers, dan paket siap kirim yang terlihat thoughtful. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Produk ditemukan dari file media Shopee. Harga dan varian belum tersedia di file ini. Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,,https://www.homelab.co.id/shop/shopee-9747629665,https://cf.shopee.co.id/file/ac7b78d298c21a1a641b5fcf50bf8038,Homelab
